name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Sphaerobacter	2056	G	2	0	2	0.00005
Anaerolinea	233189	G	1	0	1	0.00002
Brevefilum	2019482	G	1	0	1	0.00002
Dehalococcoides	61434	G	1	0	1	0.00002
Butyricimonas	574697	G	5	6	11	0.00027
Bacteroides	816	G	4	1	5	0.00011
Duncaniella	2518495	G	3	0	3	0.00007
Fermentimonas	1784836	G	2	0	2	0.00005
Alistipes	239759	G	1	0	1	0.00002
Parabacteroides	375288	G	1	2	3	0.00007
Salinivirga	1970191	G	2	0	2	0.00005
Chryseobacterium	59732	G	13	4	17	0.00039
Empedobacter	59734	G	2	0	2	0.00006
Aquimarina	290174	G	1	0	1	0.00002
Leeuwenhoekiella	283735	G	1	0	1	0.00003
Maribacter	252356	G	1	0	1	0.00003
Formosa	225842	G	1	0	1	0.00003
Hymenobacter	89966	G	13	0	13	0.00030
Pontibacter	323449	G	1	0	1	0.00002
Fibrella	861914	G	4	1	5	0.00011
Cyclobacterium	68288	G	1	0	1	0.00002
Salinibacter	146918	G	6	0	6	0.00014
Rhodothermus	29548	G	3	0	3	0.00007
Chitinophaga	79328	G	5	0	5	0.00011
Flavisolibacter	398041	G	5	0	5	0.00011
Sphingobacterium	28453	G	3	1	4	0.00010
Mucilaginibacter	423349	G	1	0	1	0.00002
Pseudopedobacter	1649482	G	1	0	1	0.00004
Chlorobaculum	256319	G	1	0	1	0.00002
Pelodictyon	1099	G	1	0	1	0.00002
Melioribacter	1134403	G	2	0	2	0.00005
Fibrobacter	832	G	6	0	6	0.00014
Gemmatimonas	173479	G	1	39	40	0.00091
Gemmata	113	G	3	2	5	0.00012
Planctopirus	1649480	G	2	0	2	0.00005
Bremerella	2714594	G	1	0	1	0.00003
Alienimonas	2714737	G	1	0	1	0.00002
Singulisphaera	466152	G	3	0	3	0.00007
Aquisphaera	1511635	G	1	0	1	0.00002
Mariniblastus	2005380	G	2	0	2	0.00005
Sedimentisphaera	2483368	G	1	0	1	0.00002
Opitutus	178440	G	8	0	8	0.00019
Nibricoccus	2576890	G	4	0	4	0.00009
Lacunisphaera	1961799	G	1	0	1	0.00002
Coraliomargarita	442430	G	3	0	3	0.00007
Verrucomicrobium	2735	G	4	2	6	0.00014
Simkania	34093	G	2	0	2	0.00004
Candidatus Protochlamydia	282132	G	1	0	1	0.00002
Kiritimatiella	1921784	G	1	1	2	0.00006
Granulicella	940557	G	13	0	13	0.00030
Terriglobus	392733	G	4	0	4	0.00009
Acidisarcina	2608728	G	2	0	2	0.00005
Candidatus Koribacter	658061	G	1	0	1	0.00002
Nitrospira	1234	G	5	0	5	0.00012
Thermosulfidibacter	412592	G	3	0	3	0.00007
Desulfurispirillum	393029	G	2	2	4	0.00011
Sphaerochaeta	399320	G	2	0	2	0.00005
Aminomonas	81411	G	2	0	2	0.00005
Thermotoga	2335	G	1	0	1	0.00002
Thermosulfuriphilus	2033601	G	1	0	1	0.00002
Haloplanus	376170	G	8	0	8	0.00018
Haloferax	2251	G	1	0	1	0.00002
Halorubrum	56688	G	4	2	6	0.00014
Halorientalis	1073987	G	3	0	3	0.00007
Halorhabdus	146825	G	1	0	1	0.00002
Halobacterium	2239	G	2	0	2	0.00006
Salinarchaeum	1269201	G	3	1	4	0.00009
Methanohalophilus	2175	G	1	1	2	0.00004
Methanosarcina	2207	G	1	0	1	0.00002
Methanoregula	395331	G	1	2	3	0.00007
Methanopyrus	2319	G	1	0	1	0.00002
Sulfolobus	2284	G	1	0	1	0.00002
Homo	9605	G	30	0	30	0.00069
Begomovirus	10814	G	1	0	1	0.00002
